<<<<<<< HEAD
clade	species	ts	te
0.0	Varanops	115.55319309709711	100.39798506206206
0.0	Varanosaurus	114.95123796196197	99.4900072952953
0.0	Vaughnictis	120.16716830830832	114.81393893393393
0.0	Venyukovia	90.82389643243243	90.21693770270271
0.0	Vetusodon	80.81329397997997	80.61909566966968
0.0	Viatkogorgon	88.05175383583584	85.44788120820822
0.0	Viatkosuchus	88.22285020520519	86.2503021911912
0.0	Vinceria	70.45748883183184	67.54118861761762
0.0	Vivaxosaurus	90.32817714014014	81.48870800500501
0.0	Wadiasaurus	69.08491828528528	68.87817609309312
0.0	Walteria	86.71074294894895	86.12403202002001
0.0	Watongia	93.10479182582583	92.66541664564564
0.0	Woutersia	32.61623701401401	28.29750873773774
0.0	Woznikella	59.49785516016016	54.17660756556556
0.0	Xiyukannemeyeria	71.25015900200198	62.20257398198198
0.0	Yikezhaogia	70.42862292092093	70.15472330230229
0.0	Zambiasaurus	69.90505832032032	69.69644478478477
=======
clade	species	ts	te
0.0	Abajudon	91.21235184784784	84.75680380980981
0.0	Abdalodon	82.03910194294295	81.83163684784785
0.0	Acratophorus	58.28282212712713	53.484983141141136
0.0	Adelobasileus	41.68507915815816	41.17266904104103
0.0	Aelurognathus	85.08397774674674	77.0235228898899
0.0	Aelurosaurus	88.1612186086086	78.37082568868868
0.0	Aelurosuchus	69.69385424024024	69.48284617917918
0.0	Agudotherium	56.09241713713714	55.225614865865865
0.0	Akidnognathus	86.39828984784785	79.08417615715716
0.0	Aleodon	71.66675354854854	58.074521627627625
0.0	Alepognathus	87.12237085585585	86.57018915515515
0.0	Alopecideops	87.40987358858858	86.84393098598599
0.0	Alopecodon	89.13135455255255	84.90766090990991
0.0	Alopecognathus	88.5704024814815	85.09766772172172
0.0	Alopecorhinus	84.92743639539539	84.53991813713715
0.0	Aloposaurus	85.77888111411411	77.44280451851851
0.0	Alrausuchus	98.03251069669669	90.39196059059059
0.0	Andescynodon	70.17384157557558	68.019292006006
0.0	Angelosaurus	95.58724837937937	91.69778687287287
0.0	Angonisaurus	72.05546366766767	66.4768893053053
0.0	Annatherapsidus	90.27478407507508	82.34187976276276
0.0	Anningia	87.32773922922922	86.77386905605606
0.0	Anomocephalus	90.98596399299298	90.5377267937938
0.0	Antecosuchus	71.17404495895896	67.67709901801801
0.0	Anteosaurus	89.87187987787787	84.58134605505505
0.0	Apsisaurus	117.81168433333333	117.28126725425426
0.0	Archaeosyodon	91.13830697297297	90.56888803303303
0.0	Arctognathus	85.41206712812814	77.7797376876877
0.0	Arctops	86.23321134734734	77.86160268568568
0.0	Arctotraversodon	59.48199251551552	53.85757781681682
0.0	Arisierpeton	112.66038794094095	112.28165674874874
0.0	Ascendonanus	117.81234908308308	109.45412463563564
0.0	Aulacephalodon	85.03728604004004	77.54754912912912
0.0	Aulacocephalus	81.94843057357357	81.75065845845847
0.0	Australobarbarus	88.86637935335335	85.82338227327327
0.0	Australosyodon	90.42795883683684	89.94233274474475
0.0	Avenantia	86.3436755215215	85.79830525225225
0.0	Baldwinonus	119.2428327017017	118.67276934034034
